,protocol,run config,type,peer,timestamp,direction,TCP payload size,key exchange size,replicate
989,drivel,L3b,data,bridge,1749391141.610682,downstream,1702,,1
990,drivel,L3b,data,bridge,1749391141.610686,upstream,0,,1
991,drivel,L3b,data,bridge,1749391141.615662,upstream,1005,,1
992,drivel,L3b,data,bridge,1749391141.616102,downstream,1781,,1
993,drivel,L3b,data,bridge,1749391141.616130,upstream,0,,1
994,drivel,L3b,data,bridge,1749391142.611333,upstream,587,,1
995,drivel,L3b,data,bridge,1749391142.612987,downstream,995,,1
996,drivel,L3b,data,bridge,1749391142.614067,upstream,1806,,1
997,drivel,L3b,data,bridge,1749391142.614304,downstream,0,,1
998,drivel,L3b,data,bridge,1749391142.881663,downstream,1552,,1
999,drivel,L3b,data,bridge,1749391142.881700,upstream,0,,1
1000,drivel,L3b,data,bridge,1749391142.883686,upstream,1146,,1
1001,drivel,L3b,data,bridge,1749391142.925231,downstream,0,,1
1002,drivel,L3b,data,bridge,1749391142.969236,downstream,580,,1
1003,drivel,L3b,data,bridge,1749391143.015407,upstream,0,,1
1004,drivel,L3b,data,bridge,1749391143.623777,upstream,1375,,1
1005,drivel,L3b,data,bridge,1749391143.623876,downstream,0,,1
1006,drivel,L3b,data,bridge,1749391143.625372,downstream,709,,1
1007,drivel,L3b,data,bridge,1749391143.625379,upstream,0,,1
1008,drivel,L3b,data,bridge,1749391143.626360,upstream,1854,,1
1009,drivel,L3b,data,bridge,1749391143.626573,downstream,0,,1
1010,drivel,L3b,data,bridge,1749391143.747094,downstream,1806,,1
1011,drivel,L3b,data,bridge,1749391143.747193,upstream,0,,1
1012,drivel,L3b,data,bridge,1749391143.747700,upstream,1833,,1
1013,drivel,L3b,data,bridge,1749391143.747822,downstream,0,,1
1014,drivel,L3b,data,bridge,1749391143.796929,downstream,1552,,1
1015,drivel,L3b,data,bridge,1749391143.797042,upstream,0,,1
1016,drivel,L3b,data,extIP,1749391140.021626,upstream,0,,1
1017,drivel,L3b,data,extIP,1749391140.036551,downstream,0,,1
1018,drivel,L3b,data,extIP,1749391140.036588,upstream,0,,1
1019,drivel,L3b,data,extIP,1749391140.038303,upstream,517,,1
1020,drivel,L3b,data,extIP,1749391140.038953,downstream,0,,1
1021,drivel,L3b,data,extIP,1749391140.056180,downstream,1448,,1
1022,drivel,L3b,data,extIP,1749391140.056211,upstream,0,,1
1023,drivel,L3b,data,extIP,1749391140.056257,downstream,1380,,1
1024,drivel,L3b,data,extIP,1749391140.056262,upstream,0,,1
1025,drivel,L3b,data,extIP,1749391140.057765,upstream,80,,1
1026,drivel,L3b,data,extIP,1749391140.057883,upstream,46,,1
1027,drivel,L3b,data,extIP,1749391140.057899,upstream,49,,1
1028,drivel,L3b,data,extIP,1749391140.057909,upstream,35,,1
1029,drivel,L3b,data,extIP,1749391140.057932,upstream,72,,1
1030,drivel,L3b,data,extIP,1749391140.058246,downstream,0,,1
1031,drivel,L3b,data,extIP,1749391140.058256,downstream,0,,1
1032,drivel,L3b,data,extIP,1749391140.058628,downstream,0,,1
1033,drivel,L3b,data,extIP,1749391140.075319,downstream,553,,1
1034,drivel,L3b,data,extIP,1749391140.075515,upstream,31,,1
1035,drivel,L3b,data,extIP,1749391140.076146,downstream,0,,1
1036,drivel,L3b,data,extIP,1749391140.174244,downstream,376,,1
1037,drivel,L3b,data,extIP,1749391140.174484,upstream,24,,1
1038,drivel,L3b,data,extIP,1749391140.174559,upstream,0,,1
1039,drivel,L3b,data,extIP,1749391140.175174,downstream,0,,1
1040,drivel,L3b,data,extIP,1749391140.175185,downstream,0,,1
1041,drivel,L3b,data,extIP,1749391140.193876,downstream,0,,1
1042,drivel,L3b,data,extIP,1749391140.193888,upstream,0,,1
1043,obfs4,,handshake,bridge,1749390903.593105,upstream,141,141,1
1044,obfs4,,handshake,bridge,1749390903.595147,downstream,141,96,1
1045,obfs4,,data,bridge,1749390903.597480,upstream,900,,1
1046,obfs4,,data,bridge,1749390903.600411,downstream,2664,,1
1047,obfs4,,data,bridge,1749390903.600580,upstream,0,,1
1048,obfs4,,data,bridge,1749390903.603254,upstream,886,,1
1049,obfs4,,data,bridge,1749390903.603861,downstream,900,,1
1050,obfs4,,data,bridge,1749390903.604113,upstream,1063,,1
1051,obfs4,,data,bridge,1749390903.604378,downstream,1164,,1
1052,obfs4,,data,bridge,1749390903.646689,downstream,2371,,1
1053,obfs4,,data,bridge,1749390903.646697,upstream,0,,1
1054,obfs4,,data,bridge,1749390903.649071,upstream,2043,,1
1055,obfs4,,data,bridge,1749390903.649257,downstream,0,,1
1056,obfs4,,data,bridge,1749390903.650342,downstream,1794,,1
1057,obfs4,,data,bridge,1749390903.650486,upstream,0,,1
1058,obfs4,,data,bridge,1749390903.651451,upstream,2995,,1
1059,obfs4,,data,bridge,1749390903.651618,downstream,0,,1
1060,obfs4,,data,bridge,1749390903.657682,downstream,1909,,1
1061,obfs4,,data,bridge,1749390903.657849,upstream,0,,1
1062,obfs4,,data,bridge,1749390903.801652,downstream,900,,1
1063,obfs4,,data,bridge,1749390903.803774,upstream,1268,,1
1064,obfs4,,data,bridge,1749390903.846523,downstream,0,,1
1065,obfs4,,data,bridge,1749390903.923187,downstream,872,,1
1066,obfs4,,data,bridge,1749390903.966232,upstream,0,,1
1067,obfs4,,data,bridge,1749390904.552967,upstream,2415,,1
1068,obfs4,,data,bridge,1749390904.553016,downstream,0,,1
1069,obfs4,,data,bridge,1749390904.553495,downstream,1547,,1
1070,obfs4,,data,bridge,1749390904.553519,upstream,0,,1
1071,obfs4,,data,bridge,1749390904.558502,upstream,900,,1
1072,obfs4,,data,bridge,1749390904.558533,downstream,682,,1
1073,obfs4,,data,bridge,1749390904.568083,upstream,1273,,1
1074,obfs4,,data,bridge,1749390904.568098,downstream,2055,,1
1075,obfs4,,data,bridge,1749390904.568114,upstream,0,,1
1076,obfs4,,data,bridge,1749390904.626280,downstream,0,,1
1077,obfs4,,data,bridge,1749390904.718770,downstream,1680,,1
1078,obfs4,,data,bridge,1749390904.718789,upstream,0,,1
1079,obfs4,,data,bridge,1749390904.720828,upstream,714,,1
1080,obfs4,,data,bridge,1749390904.720997,downstream,0,,1
1081,obfs4,,data,bridge,1749390904.770051,downstream,1862,,1
1082,obfs4,,data,bridge,1749390904.770420,upstream,0,,1
1083,obfs4,,data,bridge,1749390905.566579,upstream,1183,,1
1084,obfs4,,data,bridge,1749390905.566683,downstream,0,,1
1085,obfs4,,data,bridge,1749390905.568180,downstream,682,,1
1086,obfs4,,data,bridge,1749390905.569222,upstream,997,,1
1087,obfs4,,data,bridge,1749390905.570096,downstream,1910,,1
1088,obfs4,,data,bridge,1749390905.570292,upstream,0,,1
1089,obfs4,,data,bridge,1749390906.565643,upstream,1385,,1
1090,obfs4,,data,bridge,1749390906.566496,downstream,1608,,1
1091,obfs4,,data,bridge,1749390906.566524,upstream,0,,1
1092,obfs4,,data,bridge,1749390906.577359,upstream,900,,1
1093,obfs4,,data,bridge,1749390906.626493,downstream,0,,1
1094,obfs4,,data,bridge,1749390906.817629,downstream,646,,1
1095,obfs4,,data,bridge,1749390906.818781,upstream,1047,,1
1096,obfs4,,data,bridge,1749390906.818870,downstream,0,,1
1097,obfs4,,data,bridge,1749390906.909885,downstream,1583,,1
1098,obfs4,,data,bridge,1749390906.909904,upstream,0,,1
1099,obfs4,,data,bridge,1749390907.576739,upstream,776,,1
1100,obfs4,,data,bridge,1749390907.576843,downstream,0,,1
1101,obfs4,,data,bridge,1749390907.578283,downstream,879,,1
1102,obfs4,,data,bridge,1749390907.579332,upstream,754,,1
1103,obfs4,,data,bridge,1749390907.626283,downstream,0,,1
1104,obfs4,,data,bridge,1749390907.692387,upstream,1364,,1
1105,obfs4,,data,bridge,1749390907.692432,downstream,0,,1
1106,obfs4,,data,bridge,1749390907.811629,downstream,659,,1
1107,obfs4,,data,bridge,1749390907.817361,upstream,2354,,1
1108,obfs4,,data,bridge,1749390907.817471,downstream,0,,1
1109,obfs4,,data,bridge,1749390907.944119,downstream,4289,,1
1110,obfs4,,data,bridge,1749390907.944205,upstream,0,,1
1111,obfs4,,data,bridge,1749390907.946087,upstream,1808,,1
1112,obfs4,,data,bridge,1749390907.946148,downstream,0,,1
1113,obfs4,,data,bridge,1749390907.948282,upstream,2055,,1
1114,obfs4,,data,bridge,1749390907.948317,downstream,0,,1
1115,obfs4,,data,bridge,1749390908.073243,downstream,2334,,1
1116,obfs4,,data,bridge,1749390908.073359,upstream,0,,1
1117,obfs4,,data,bridge,1749390908.073978,upstream,1364,,1
1118,obfs4,,data,bridge,1749390908.074013,downstream,0,,1
1119,obfs4,,data,bridge,1749390908.142593,downstream,1862,,1
1120,obfs4,,data,bridge,1749390908.142705,upstream,0,,1
1121,obfs4,,data,bridge,1749390908.143213,upstream,800,,1
1122,obfs4,,data,bridge,1749390908.143248,downstream,0,,1
1123,obfs4,,data,bridge,1749390908.155013,downstream,1862,,1
1124,obfs4,,data,bridge,1749390908.155088,upstream,0,,1
1125,obfs4,,data,bridge,1749390908.155647,upstream,2032,,1
1126,obfs4,,data,bridge,1749390908.155775,downstream,0,,1
1127,obfs4,,data,bridge,1749390908.369115,downstream,1862,,1
1128,obfs4,,data,bridge,1749390908.369188,upstream,0,,1
1129,obfs4,,data,bridge,1749390908.567116,upstream,1394,,1
1130,obfs4,,data,bridge,1749390908.567955,downstream,1538,,1
1131,obfs4,,data,bridge,1749390908.567983,upstream,0,,1
1132,obfs4,,data,bridge,1749390908.577974,upstream,1972,,1
1133,obfs4,,data,bridge,1749390908.578481,downstream,0,,1
1134,obfs4,,data,bridge,1749390908.858381,downstream,830,,1
1135,obfs4,,data,bridge,1749390908.859760,upstream,1394,,1
1136,obfs4,,data,bridge,1749390908.906546,downstream,0,,1
1137,obfs4,,data,bridge,1749390908.936305,downstream,1862,,1
1138,obfs4,,data,bridge,1749390908.936502,upstream,0,,1
1139,obfs4,,data,bridge,1749390909.578154,upstream,900,,1
1140,obfs4,,data,bridge,1749390909.578306,downstream,0,,1
1141,obfs4,,data,bridge,1749390909.580311,downstream,767,,1
1142,obfs4,,data,bridge,1749390909.581783,upstream,1876,,1
1143,obfs4,,data,bridge,1749390909.582103,downstream,0,,1
1144,obfs4,,data,bridge,1749390909.822074,downstream,1594,,1
1145,obfs4,,data,bridge,1749390909.822106,upstream,0,,1
1146,obfs4,,data,bridge,1749390909.822679,upstream,1880,,1
1147,obfs4,,data,bridge,1749390909.822780,downstream,0,,1
1148,obfs4,,data,bridge,1749390909.910646,downstream,967,,1
1149,obfs4,,data,bridge,1749390909.966155,upstream,0,,1
1150,obfs4,,data,bridge,1749390913.186094,upstream,0,,1
1151,obfs4,,data,bridge,1749390913.236340,downstream,0,,1
1152,obfs4,,data,extIP,1749390907.472015,upstream,0,,1
1153,obfs4,,data,extIP,1749390907.488673,downstream,0,,1
1154,obfs4,,data,extIP,1749390907.488741,upstream,0,,1
1155,obfs4,,data,extIP,1749390907.492723,upstream,517,,1
1156,obfs4,,data,extIP,1749390907.493941,downstream,0,,1
1157,obfs4,,data,extIP,1749390907.508591,downstream,1448,,1
1158,obfs4,,data,extIP,1749390907.508650,upstream,0,,1
1159,obfs4,,data,extIP,1749390907.508741,downstream,1381,,1
1160,obfs4,,data,extIP,1749390907.508806,upstream,0,,1
1161,obfs4,,data,extIP,1749390907.512168,upstream,80,,1
1162,obfs4,,data,extIP,1749390907.512454,upstream,46,,1
1163,obfs4,,data,extIP,1749390907.512553,upstream,49,,1
1164,obfs4,,data,extIP,1749390907.512586,upstream,35,,1
1165,obfs4,,data,extIP,1749390907.512639,upstream,72,,1
1166,obfs4,,data,extIP,1749390907.513493,downstream,0,,1
1167,obfs4,,data,extIP,1749390907.513515,downstream,0,,1
1168,obfs4,,data,extIP,1749390907.525956,downstream,553,,1
1169,obfs4,,data,extIP,1749390907.526385,upstream,31,,1
1170,obfs4,,data,extIP,1749390907.527655,downstream,0,,1
1171,obfs4,,data,extIP,1749390907.630636,downstream,376,,1
1172,obfs4,,data,extIP,1749390907.631390,upstream,24,,1
1173,obfs4,,data,extIP,1749390907.631592,upstream,0,,1
1174,obfs4,,data,extIP,1749390907.633282,downstream,0,,1
1175,obfs4,,data,extIP,1749390907.633318,downstream,0,,1
1176,obfs4,,data,extIP,1749390907.649625,downstream,0,,1
1177,obfs4,,data,extIP,1749390907.649642,upstream,0,,1
1178,drivel,L1b,handshake,bridge,1749391004.978522,upstream,2713,2713,1
1179,drivel,L1b,handshake,bridge,1749391004.980057,downstream,1682,1637,1
1180,drivel,L1b,data,bridge,1749391004.981516,upstream,597,,1
1181,drivel,L1b,data,bridge,1749391004.983295,downstream,1841,,1
1182,drivel,L1b,data,bridge,1749391004.983398,upstream,0,,1
1183,drivel,L1b,data,bridge,1749391004.984693,upstream,381,,1
1184,drivel,L1b,data,bridge,1749391004.985078,downstream,1121,,1
1185,drivel,L1b,data,bridge,1749391004.985245,upstream,1036,,1
1186,drivel,L1b,data,bridge,1749391004.985416,downstream,1318,,1
1187,drivel,L1b,data,bridge,1749391005.032944,upstream,0,,1
1188,drivel,L1b,data,bridge,1749391005.033039,downstream,2948,,1
1189,drivel,L1b,data,bridge,1749391005.033063,upstream,0,,1
1190,drivel,L1b,data,bridge,1749391005.034483,upstream,2353,,1
1191,drivel,L1b,data,bridge,1749391005.034571,downstream,0,,1
1192,drivel,L1b,data,bridge,1749391005.035294,downstream,2077,,1
1193,drivel,L1b,data,bridge,1749391005.035360,upstream,0,,1
1194,drivel,L1b,data,bridge,1749391005.043838,upstream,2069,,1
1195,drivel,L1b,data,bridge,1749391005.043952,downstream,0,,1
1196,drivel,L1b,data,bridge,1749391005.044400,downstream,1716,,1
1197,drivel,L1b,data,bridge,1749391005.044403,upstream,0,,1
1198,drivel,L1b,data,bridge,1749391005.093154,downstream,1791,,1
1199,drivel,L1b,data,bridge,1749391005.093180,upstream,0,,1
1200,drivel,L1b,data,bridge,1749391005.202117,downstream,1286,,1
1201,drivel,L1b,data,bridge,1749391005.202716,upstream,1656,,1
1202,drivel,L1b,data,bridge,1749391005.202760,downstream,0,,1
1203,drivel,L1b,data,bridge,1749391005.272352,downstream,823,,1
1204,drivel,L1b,data,bridge,1749391005.313196,upstream,0,,1
1205,drivel,L1b,data,bridge,1749391005.971042,upstream,1841,,1
1206,drivel,L1b,data,bridge,1749391005.971183,downstream,0,,1
1207,drivel,L1b,data,bridge,1749391005.971522,downstream,621,,1
1208,drivel,L1b,data,bridge,1749391005.971526,upstream,0,,1
1209,drivel,L1b,data,bridge,1749391005.973889,downstream,1079,,1
1210,drivel,L1b,data,bridge,1749391005.973892,upstream,0,,1
1211,drivel,L1b,data,bridge,1749391005.974148,upstream,1660,,1
1212,drivel,L1b,data,bridge,1749391005.974189,downstream,0,,1
1213,drivel,L1b,data,bridge,1749391005.984937,downstream,1181,,1
1214,drivel,L1b,data,bridge,1749391005.984989,upstream,1874,,1
1215,drivel,L1b,data,bridge,1749391005.985113,downstream,0,,1
1216,drivel,L1b,data,bridge,1749391005.985437,downstream,621,,1
1217,drivel,L1b,data,bridge,1749391006.032976,upstream,0,,1
1218,drivel,L1b,data,bridge,1749391006.974254,upstream,1500,,1
1219,drivel,L1b,data,bridge,1749391006.974305,downstream,0,,1
1220,drivel,L1b,data,bridge,1749391006.975125,downstream,1145,,1
1221,drivel,L1b,data,bridge,1749391006.975129,upstream,0,,1
1222,drivel,L1b,data,bridge,1749391006.983621,upstream,1829,,1
1223,drivel,L1b,data,bridge,1749391006.983772,downstream,0,,1
1224,drivel,L1b,data,bridge,1749391006.984220,downstream,1874,,1
1225,drivel,L1b,data,bridge,1749391006.984306,upstream,0,,1
1226,drivel,L1b,data,bridge,1749391007.979605,upstream,1286,,1
1227,drivel,L1b,data,bridge,1749391007.980680,downstream,1406,,1
1228,drivel,L1b,data,bridge,1749391007.984084,upstream,982,,1
1229,drivel,L1b,data,bridge,1749391008.032972,downstream,0,,1
1230,drivel,L1b,data,bridge,1749391008.230566,downstream,823,,1
1231,drivel,L1b,data,bridge,1749391008.231136,upstream,1172,,1
1232,drivel,L1b,data,bridge,1749391008.231177,downstream,0,,1
1233,drivel,L1b,data,bridge,1749391008.304524,downstream,1145,,1
1234,drivel,L1b,data,bridge,1749391008.352985,upstream,0,,1
1235,drivel,L1b,data,bridge,1749391008.642775,upstream,1750,,1
1236,drivel,L1b,data,bridge,1749391008.642859,downstream,0,,1
1237,drivel,L1b,data,bridge,1749391008.712691,downstream,1501,,1
1238,drivel,L1b,data,bridge,1749391008.712705,upstream,0,,1
1239,drivel,L1b,data,bridge,1749391008.715293,upstream,1286,,1
1240,drivel,L1b,data,bridge,1749391008.715347,downstream,0,,1
1241,drivel,L1b,data,bridge,1749391008.812442,downstream,2896,,1
1242,drivel,L1b,data,bridge,1749391008.812599,downstream,1079,,1
1243,drivel,L1b,data,bridge,1749391008.812835,upstream,0,,1
1244,drivel,L1b,data,bridge,1749391008.821465,upstream,1271,,1
1245,drivel,L1b,data,bridge,1749391008.821632,downstream,0,,1
1246,drivel,L1b,data,bridge,1749391008.823961,upstream,1286,,1
1247,drivel,L1b,data,bridge,1749391008.824233,downstream,0,,1
1248,drivel,L1b,data,bridge,1749391008.951333,downstream,2057,,1
1249,drivel,L1b,data,bridge,1749391008.951637,upstream,0,,1
1250,drivel,L1b,data,bridge,1749391008.953290,upstream,1841,,1
1251,drivel,L1b,data,bridge,1749391008.953416,downstream,0,,1
1252,drivel,L1b,data,bridge,1749391008.984547,downstream,1145,,1
1253,drivel,L1b,data,bridge,1749391008.987012,upstream,2045,,1
1254,drivel,L1b,data,bridge,1749391008.987214,downstream,0,,1
1255,drivel,L1b,data,bridge,1749391008.988325,downstream,1660,,1
1256,drivel,L1b,data,bridge,1749391008.988332,upstream,0,,1
1257,drivel,L1b,data,bridge,1749391008.989197,upstream,1841,,1
1258,drivel,L1b,data,bridge,1749391008.989394,downstream,0,,1
1259,drivel,L1b,data,bridge,1749391009.141852,downstream,660,,1
1260,drivel,L1b,data,bridge,1749391009.143163,upstream,1822,,1
1261,drivel,L1b,data,bridge,1749391009.143382,downstream,0,,1
1262,drivel,L1b,data,bridge,1749391009.267418,downstream,629,,1
1263,drivel,L1b,data,bridge,1749391009.268041,upstream,621,,1
1264,drivel,L1b,data,bridge,1749391009.323257,downstream,0,,1
1265,drivel,L1b,data,bridge,1749391009.364533,downstream,1286,,1
1266,drivel,L1b,data,bridge,1749391009.413259,upstream,0,,1
1267,drivel,L1b,data,bridge,1749391010.001830,upstream,1500,,1
1268,drivel,L1b,data,bridge,1749391010.001998,downstream,0,,1
1269,drivel,L1b,data,bridge,1749391010.004660,downstream,1318,,1
1270,drivel,L1b,data,bridge,1749391010.004676,upstream,0,,1
1271,drivel,L1b,data,bridge,1749391010.006418,upstream,1145,,1
1272,drivel,L1b,data,bridge,1749391010.053242,downstream,0,,1
1273,drivel,L1b,data,bridge,1749391010.574180,downstream,1592,,1
1274,drivel,L1b,data,bridge,1749391010.574306,upstream,0,,1
1275,drivel,L1b,data,bridge,1749391010.576343,upstream,1318,,1
1276,drivel,L1b,data,bridge,1749391010.576516,downstream,0,,1
1277,drivel,L1b,data,bridge,1749391010.793165,downstream,823,,1
1278,drivel,L1b,data,bridge,1749391010.853003,upstream,0,,1
1279,drivel,L1b,data,bridge,1749391010.983665,upstream,1172,,1
1280,drivel,L1b,data,bridge,1749391010.983731,downstream,0,,1
1281,drivel,L1b,data,bridge,1749391010.984811,downstream,1716,,1
1282,drivel,L1b,data,bridge,1749391010.984817,upstream,0,,1
1283,drivel,L1b,data,bridge,1749391010.993474,upstream,1874,,1
1284,drivel,L1b,data,bridge,1749391010.993616,downstream,0,,1
1285,drivel,L1b,data,bridge,1749391011.160034,downstream,1527,,1
1286,drivel,L1b,data,bridge,1749391011.160142,upstream,0,,1
1287,drivel,L1b,data,bridge,1749391011.161855,upstream,1145,,1
1288,drivel,L1b,data,bridge,1749391011.203278,downstream,0,,1
1289,drivel,L1b,data,bridge,1749391011.227863,downstream,823,,1
1290,drivel,L1b,data,bridge,1749391011.273218,upstream,0,,1
1291,drivel,L1b,data,bridge,1749391011.988735,upstream,1961,,1
1292,drivel,L1b,data,bridge,1749391011.988787,downstream,0,,1
1293,drivel,L1b,data,bridge,1749391011.989419,downstream,823,,1
1294,drivel,L1b,data,bridge,1749391011.989446,upstream,0,,1
1295,drivel,L1b,data,bridge,1749391011.993186,upstream,1167,,1
1296,drivel,L1b,data,bridge,1749391012.053263,downstream,0,,1
1297,drivel,L1b,data,bridge,1749391012.144814,downstream,1829,,1
1298,drivel,L1b,data,bridge,1749391012.145162,upstream,0,,1
1299,drivel,L1b,data,bridge,1749391012.146842,upstream,1907,,1
1300,drivel,L1b,data,bridge,1749391012.146992,downstream,0,,1
1301,drivel,L1b,data,bridge,1749391012.189510,downstream,905,,1
1302,drivel,L1b,data,bridge,1749391012.233223,upstream,0,,1
1303,drivel,L1b,data,extIP,1749391008.426940,upstream,0,,1
1304,drivel,L1b,data,extIP,1749391008.443026,downstream,0,,1
1305,drivel,L1b,data,extIP,1749391008.443067,upstream,0,,1
1306,drivel,L1b,data,extIP,1749391008.445167,upstream,517,,1
1307,drivel,L1b,data,extIP,1749391008.446098,downstream,0,,1
1308,drivel,L1b,data,extIP,1749391008.461552,downstream,1448,,1
1309,drivel,L1b,data,extIP,1749391008.461587,upstream,0,,1
1310,drivel,L1b,data,extIP,1749391008.461638,downstream,1379,,1
1311,drivel,L1b,data,extIP,1749391008.461644,upstream,0,,1
1312,drivel,L1b,data,extIP,1749391008.463487,upstream,80,,1
1313,drivel,L1b,data,extIP,1749391008.463614,upstream,46,,1
1314,drivel,L1b,data,extIP,1749391008.463634,upstream,49,,1
1315,drivel,L1b,data,extIP,1749391008.463645,upstream,35,,1
1316,drivel,L1b,data,extIP,1749391008.463673,upstream,72,,1
1317,drivel,L1b,data,extIP,1749391008.464328,downstream,0,,1
1318,drivel,L1b,data,extIP,1749391008.464340,downstream,0,,1
1319,drivel,L1b,data,extIP,1749391008.464346,downstream,0,,1
1320,drivel,L1b,data,extIP,1749391008.464513,downstream,0,,1
1321,drivel,L1b,data,extIP,1749391008.478767,downstream,575,,1
1322,drivel,L1b,data,extIP,1749391008.478956,upstream,31,,1
1323,drivel,L1b,data,extIP,1749391008.479675,downstream,0,,1
1324,drivel,L1b,data,extIP,1749391008.579836,downstream,376,,1
1325,drivel,L1b,data,extIP,1749391008.580411,upstream,24,,1
1326,drivel,L1b,data,extIP,1749391008.580664,upstream,0,,1
1327,drivel,L1b,data,extIP,1749391008.582179,downstream,0,,1
1328,drivel,L1b,data,extIP,1749391008.599373,downstream,0,,1
1329,drivel,L1b,data,extIP,1749391008.599396,upstream,0,,1
1330,drivel,L5b,handshake,bridge,1749391269.036150,upstream,7059,7059,1
1331,drivel,L5b,handshake,bridge,1749391269.040763,downstream,5263,5218,1
1332,drivel,L5b,data,bridge,1749391269.046702,upstream,1621,,1
1333,drivel,L5b,data,bridge,1749391269.046743,downstream,0,,1
1334,drivel,L5b,data,bridge,1749391269.048534,downstream,1855,,1
1335,drivel,L5b,data,bridge,1749391269.048636,upstream,0,,1
1336,drivel,L5b,data,bridge,1749391269.049835,upstream,501,,1
1337,drivel,L5b,data,bridge,1749391269.050231,downstream,387,,1
1338,drivel,L5b,data,bridge,1749391269.050392,upstream,1024,,1
1339,drivel,L5b,data,bridge,1749391269.050566,downstream,542,,1
1340,drivel,L5b,data,bridge,1749391269.098312,upstream,0,,1
1341,drivel,L5b,data,bridge,1749391269.098445,downstream,2845,,1
1342,drivel,L5b,data,bridge,1749391269.098473,upstream,0,,1
1343,drivel,L5b,data,bridge,1749391269.099849,upstream,2521,,1
1344,drivel,L5b,data,bridge,1749391269.099984,downstream,0,,1
1345,drivel,L5b,data,bridge,1749391269.100795,downstream,1201,,1
1346,drivel,L5b,data,bridge,1749391269.108923,upstream,2287,,1
1347,drivel,L5b,data,bridge,1749391269.109051,downstream,0,,1
1348,drivel,L5b,data,bridge,1749391269.109513,downstream,1041,,1
1349,drivel,L5b,data,bridge,1749391269.168132,upstream,0,,1
1350,drivel,L5b,data,bridge,1749391269.168624,downstream,2472,,1
1351,drivel,L5b,data,bridge,1749391269.168739,upstream,0,,1
1352,drivel,L5b,data,bridge,1749391270.020211,upstream,1201,,1
1353,drivel,L5b,data,bridge,1749391270.020735,downstream,1449,,1
1354,drivel,L5b,data,bridge,1749391270.020764,upstream,0,,1
1355,drivel,L5b,data,bridge,1749391270.029994,upstream,1949,,1
1356,drivel,L5b,data,bridge,1749391270.029995,downstream,1478,,1
1357,drivel,L5b,data,bridge,1749391270.030023,upstream,0,,1
1358,drivel,L5b,data,bridge,1749391270.030027,downstream,0,,1
1359,drivel,L5b,data,bridge,1749391270.038509,downstream,1835,,1
1360,drivel,L5b,data,bridge,1749391270.038577,upstream,0,,1
1361,drivel,L5b,data,bridge,1749391270.038848,upstream,1212,,1
1362,drivel,L5b,data,bridge,1749391270.098154,downstream,0,,1
1363,drivel,L5b,data,bridge,1749391270.248293,downstream,1797,,1
1364,drivel,L5b,data,bridge,1749391270.248588,upstream,0,,1
1365,drivel,L5b,data,bridge,1749391270.249925,upstream,1895,,1
1366,drivel,L5b,data,bridge,1749391270.250050,downstream,0,,1
1367,drivel,L5b,data,bridge,1749391270.318339,downstream,1201,,1
1368,drivel,L5b,data,bridge,1749391270.368138,upstream,0,,1
1369,drivel,L5b,data,bridge,1749391271.035359,upstream,1478,,1
1370,drivel,L5b,data,bridge,1749391271.035442,downstream,0,,1
1371,drivel,L5b,data,bridge,1749391271.036860,downstream,1949,,1
1372,drivel,L5b,data,bridge,1749391271.036867,upstream,0,,1
1373,drivel,L5b,data,bridge,1749391271.037669,upstream,1083,,1
1374,drivel,L5b,data,bridge,1749391271.078329,downstream,0,,1
1375,drivel,L5b,data,bridge,1749391271.290553,downstream,2041,,1
1376,drivel,L5b,data,bridge,1749391271.290734,upstream,0,,1
1377,drivel,L5b,data,bridge,1749391271.291522,upstream,777,,1
1378,drivel,L5b,data,bridge,1749391271.291591,downstream,0,,1
1379,drivel,L5b,data,bridge,1749391271.449383,downstream,789,,1
1380,drivel,L5b,data,bridge,1749391271.498449,upstream,0,,1
1381,drivel,L5b,data,bridge,1749391272.025700,upstream,1201,,1
1382,drivel,L5b,data,bridge,1749391272.025756,downstream,0,,1
1383,drivel,L5b,data,bridge,1749391272.026661,downstream,1349,,1
1384,drivel,L5b,data,bridge,1749391272.026665,upstream,0,,1
1385,drivel,L5b,data,bridge,1749391272.028632,upstream,1073,,1
1386,drivel,L5b,data,bridge,1749391272.078168,downstream,0,,1
1387,drivel,L5b,data,bridge,1749391272.219784,downstream,1534,,1
1388,drivel,L5b,data,bridge,1749391272.219800,upstream,0,,1
1389,drivel,L5b,data,bridge,1749391272.221824,upstream,1478,,1
1390,drivel,L5b,data,bridge,1749391272.221986,downstream,0,,1
1391,drivel,L5b,data,bridge,1749391272.403747,downstream,1449,,1
1392,drivel,L5b,data,bridge,1749391272.403863,upstream,0,,1
1393,drivel,L5b,data,bridge,1749391272.749409,upstream,872,,1
1394,drivel,L5b,data,bridge,1749391272.749455,downstream,0,,1
1395,drivel,L5b,data,bridge,1749391272.823642,downstream,1079,,1
1396,drivel,L5b,data,bridge,1749391272.834878,upstream,2348,,1
1397,drivel,L5b,data,bridge,1749391272.835123,downstream,0,,1
1398,drivel,L5b,data,bridge,1749391272.911101,downstream,2896,,1
1399,drivel,L5b,data,bridge,1749391272.911153,downstream,447,,1
1400,drivel,L5b,data,bridge,1749391272.911222,upstream,0,,1
1401,drivel,L5b,data,bridge,1749391272.913732,upstream,1478,,1
